Modelos,Erro médio abs.,Erro médio quadr.,Raiz do EMQ,Coef. de det.
GPT-4 Zero-Shot,56.0,5568.0,74.61903242471053,0.022237429262720366
GPT-4 Few-Shot,44.8,3072.0,55.42562584220407,0.38311051040549204
Gemini-1.5-Pro Zero-Shot,49.6,5312.0,72.8834686331544,0.1118558083230905
Gemini-1.5-Pro Few-Shot,32.0,2176.0,46.647615158762406,0.5739754004747886
